Artist,Chord Progression,Genre,Popularity,Song
Howard Shore,"1,4,5",lord of the rings,66.0,Concerning Hobbits
Howard Shore,"1,4,5",Classical,66.0,Concerning Hobbits
Howard Shore,"1,4,5",celtic,66.0,Concerning Hobbits
Eric Clapton,"1,4,5",classic rock,61.0,Lay Down Sally
Eric Clapton,"1,4,5",rock,61.0,Lay Down Sally
Eric Clapton,"1,4,5",blues,61.0,Lay Down Sally
Eric Clapton,"1,4,5",blues rock,61.0,Lay Down Sally
Eric Clapton,"1,4,5",eric clapton,61.0,Lay Down Sally
The Troggs,"1,4,5",60s,63.0,Wild Thing
The Troggs,"1,4,5",classic rock,63.0,Wild Thing
The Troggs,"1,4,5",rock,63.0,Wild Thing
The Troggs,"1,4,5",oldies,63.0,Wild Thing
The Troggs,"1,4,5",british,63.0,Wild Thing
Cheap Trick,"1,4,5",classic rock,72.0,Surrender
Cheap Trick,"1,4,5",rock,72.0,Surrender
Cheap Trick,"1,4,5",70s,72.0,Surrender
Cheap Trick,"1,4,5",power pop,72.0,Surrender
Cheap Trick,"1,4,5",Guitar Hero,72.0,Surrender
Mr Big,"1,4,5",rock,54.0,To Be With You
Mr Big,"1,4,5",90s,54.0,To Be With You
Mr Big,"1,4,5",rock ballads,54.0,To Be With You
Mr Big,"1,4,5",classic rock,54.0,To Be With You
Mr Big,"1,4,5",hard rock,54.0,To Be With You
Green Day,"1,4,5",punk rock,48.0,Amy
Green Day,"1,4,5",rock,48.0,Amy
Green Day,"1,4,5",pop punk,48.0,Amy
Green Day,"1,4,5",green day,48.0,Amy
Green Day,"1,4,5",nostalgia,48.0,Amy
Mental As Anything,"1,4,5",australian,28.0,The Nips Are Getting Bigger
Mental As Anything,"1,4,5",Favourites,28.0,The Nips Are Getting Bigger
Mental As Anything,"1,4,5",seen live,28.0,The Nips Are Getting Bigger
Mental As Anything,"1,4,5",70s,28.0,The Nips Are Getting Bigger
Mental As Anything,"1,4,5",1979,28.0,The Nips Are Getting Bigger
Avicii,"1,4,5",dance,79.0,Hey Brother
Avicii,"1,4,5",pop,79.0,Hey Brother
Avicii,"1,4,5",electronic,79.0,Hey Brother
Avicii,"1,4,5",country house,79.0,Hey Brother
Avicii,"1,4,5",country,79.0,Hey Brother
Jimmy Barnes,"1,4,5",rock,26.0,Working Class Man
Jimmy Barnes,"1,4,5",classic rock,26.0,Working Class Man
Jimmy Barnes,"1,4,5",80s,26.0,Working Class Man
Jimmy Barnes,"1,4,5",australian,26.0,Working Class Man
Jimmy Barnes,"1,4,5",Classic Aussie Pub Rock,26.0,Working Class Man
New Politics,"1,4,5",rock,60.0,Harlem
New Politics,"1,4,5",pop punk,60.0,Harlem
New Politics,"1,4,5",alternative,60.0,Harlem
New Politics,"1,4,5",high-energy,60.0,Harlem
New Politics,"1,4,5",music choice: alternative,60.0,Harlem
Traveling Wilburys,"1,4,5",classic rock,65.0,Handle With Care
Traveling Wilburys,"1,4,5",80s,65.0,Handle With Care
Traveling Wilburys,"1,4,5",rock,65.0,Handle With Care
Traveling Wilburys,"1,4,5",Supergroup,65.0,Handle With Care
Traveling Wilburys,"1,4,5",Travelling Wilburys,65.0,Handle With Care
ThePianoGuys,"1,4,5",classical crossover,38.0,Berlin
Sara Bareilles,"1,4,5",pop,66.0,King of Anything
Sara Bareilles,"1,4,5",female vocalists,66.0,King of Anything
Sara Bareilles,"1,4,5",piano,66.0,King of Anything
Sara Bareilles,"1,4,5",catchy,66.0,King of Anything
Sara Bareilles,"1,4,5",sara bareilles,66.0,King of Anything
Brad Paisley and Alison Krauss,"1,4,5",country,64.0,Whiskey Lullaby
Brad Paisley and Alison Krauss,"1,4,5",sad,64.0,Whiskey Lullaby
Brad Paisley and Alison Krauss,"1,4,5",brad paisley,64.0,Whiskey Lullaby
Brad Paisley and Alison Krauss,"1,4,5",duet,64.0,Whiskey Lullaby
Brad Paisley and Alison Krauss,"1,4,5",my favorite,64.0,Whiskey Lullaby
The Who,"1,4,5",classic rock,68.0,Pinball Wizard
The Who,"1,4,5",rock,68.0,Pinball Wizard
The Who,"1,4,5",60s,68.0,Pinball Wizard
The Who,"1,4,5",the who,68.0,Pinball Wizard
The Who,"1,4,5",british,68.0,Pinball Wizard
Jimmy Buffett,"1,4,5",beach music,48.0,Fins
Jimmy Buffett,"1,4,5",singer-songwriter,48.0,Fins
Jimmy Buffett,"1,4,5",Jimmy Buffett,48.0,Fins
Jimmy Buffett,"1,4,5",rock,48.0,Fins
Jimmy Buffett,"1,4,5",Beach,48.0,Fins
They Might Be Giants,"1,4,5",alternative,39.0,Ana Ng
They Might Be Giants,"1,4,5",rock,39.0,Ana Ng
They Might Be Giants,"1,4,5",favorites,39.0,Ana Ng
They Might Be Giants,"1,4,5",geek rock,39.0,Ana Ng
They Might Be Giants,"1,4,5",indie,39.0,Ana Ng
Langhorne Slim,"1,4,5",folk,31.0,Worries
Langhorne Slim,"1,4,5",happy,31.0,Worries
Langhorne Slim,"1,4,5",cute,31.0,Worries
Langhorne Slim,"1,4,5",Alt-country,31.0,Worries
Langhorne Slim,"1,4,5",intimate,31.0,Worries
Cro,"1,4,5",german,60.0,Einmal Um Die Welt
Cro,"1,4,5",hip hop,60.0,Einmal Um Die Welt
Cro,"1,4,5",pop,60.0,Einmal Um Die Welt
Cro,"1,4,5",rap,60.0,Einmal Um Die Welt
Cro,"1,4,5",happy,60.0,Einmal Um Die Welt
The Ramones,"1,4,5",punk,52.0,Blitzkrieg Bop
The Ramones,"1,4,5",punk rock,52.0,Blitzkrieg Bop
The Ramones,"1,4,5",70s,52.0,Blitzkrieg Bop
The Ramones,"1,4,5",rock,52.0,Blitzkrieg Bop
The Ramones,"1,4,5",classic rock,52.0,Blitzkrieg Bop
Muse,"1,4,5",alternative rock,51.0,Guiding Light
Muse,"1,4,5",rock,51.0,Guiding Light
Muse,"1,4,5",alternative,51.0,Guiding Light
Muse,"1,4,5",british,51.0,Guiding Light
Muse,"1,4,5",Muse,51.0,Guiding Light
Grum,"1,4,5",electronic,35.0,Heartbeats
Grum,"1,4,5",electro,35.0,Heartbeats
Grum,"1,4,5",House,35.0,Heartbeats
Grum,"1,4,5",electropop,35.0,Heartbeats
Grum,"1,4,5",addicting,35.0,Heartbeats
Kate Bush,"1,4,5",female vocalists,70.0,Wuthering Heights
Kate Bush,"1,4,5",80s,70.0,Wuthering Heights
Kate Bush,"1,4,5",pop,70.0,Wuthering Heights
Kate Bush,"1,4,5",alternative,70.0,Wuthering Heights
Kate Bush,"1,4,5",singer-songwriter,70.0,Wuthering Heights
Regina Spektor,"1,4,5",female vocalists,53.0,Samson
Regina Spektor,"1,4,5",piano,53.0,Samson
Regina Spektor,"1,4,5",beautiful,53.0,Samson
Regina Spektor,"1,4,5",singer-songwriter,53.0,Samson
Regina Spektor,"1,4,5",indie,53.0,Samson
Pomplamoose,"1,4,5",indie,26.0,River Shiver
Teenage Mutant Ninja Turtles,"1,4,5",Soundtrack,29.0,Pizza Power
Teenage Mutant Ninja Turtles,"1,4,5",ost,29.0,Pizza Power
Teenage Mutant Ninja Turtles,"1,4,5",Teenage Mutant Ninja Turtles,29.0,Pizza Power
Teenage Mutant Ninja Turtles,"1,4,5",Coming Out of their Shells Tour,29.0,Pizza Power
Taylor Swift,"1,4,5",pop,68.0,Shake It Off
Taylor Swift,"1,4,5",haters gonna hate,68.0,Shake It Off
Taylor Swift,"1,4,5",2014,68.0,Shake It Off
Taylor Swift,"1,4,5",love at first listen,68.0,Shake It Off
Taylor Swift,"1,4,5",taylor swift,68.0,Shake It Off
ABBA,"1,4,5",pop,59.0,Waterloo
ABBA,"1,4,5",70s,59.0,Waterloo
ABBA,"1,4,5",abba,59.0,Waterloo
ABBA,"1,4,5",Disco,59.0,Waterloo
ABBA,"1,4,5",swedish,59.0,Waterloo
Eric Whitacre,"1,4,5",choral,34.0,A Boy and a Girl
Eric Whitacre,"1,4,5",Classical,34.0,A Boy and a Girl
Eric Whitacre,"1,4,5",contemporary classical,34.0,A Boy and a Girl
Eric Whitacre,"1,4,5",2011,34.0,A Boy and a Girl
Eric Whitacre,"1,4,5",2010s,34.0,A Boy and a Girl
The Shins,"1,4,5",indie,60.0,Phantom Limb
The Shins,"1,4,5",indie rock,60.0,Phantom Limb
The Shins,"1,4,5",indie pop,60.0,Phantom Limb
The Shins,"1,4,5",alternative,60.0,Phantom Limb
The Shins,"1,4,5",Mellow,60.0,Phantom Limb
The Proclaimers,"1,4,5",80s,76.0,500 Miles
The Proclaimers,"1,4,5",pop,76.0,500 Miles
The Proclaimers,"1,4,5",rock,76.0,500 Miles
The Proclaimers,"1,4,5",Scottish,76.0,500 Miles
The Proclaimers,"1,4,5",happy,76.0,500 Miles
Jonathan Coulton,"1,4,5",comedy,46.0,I Feel Fantastic
Jonathan Coulton,"1,4,5",singer-songwriter,46.0,I Feel Fantastic
Jonathan Coulton,"1,4,5",funny,46.0,I Feel Fantastic
Jonathan Coulton,"1,4,5",drugs,46.0,I Feel Fantastic
Jonathan Coulton,"1,4,5",indie,46.0,I Feel Fantastic
John Denver,"1,4,5",country,52.0,Leaving On A Jet Plane
John Denver,"1,4,5",folk,52.0,Leaving On A Jet Plane
John Denver,"1,4,5",John Denver,52.0,Leaving On A Jet Plane
John Denver,"1,4,5",singer-songwriter,52.0,Leaving On A Jet Plane
John Denver,"1,4,5",oldies,52.0,Leaving On A Jet Plane
Mat Kearney,"1,4,5",pop,42.0,Sooner Or Later
Mat Kearney,"1,4,5",indie,42.0,Sooner Or Later
Mat Kearney,"1,4,5",rock,42.0,Sooner Or Later
Mat Kearney,"1,4,5",2012,42.0,Sooner Or Later
Mat Kearney,"1,4,5",nicole,42.0,Sooner Or Later
Black Lace,"1,4,5",80s,43.0,Hokey Cokey
Black Lace,"1,4,5",dance,43.0,Hokey Cokey
Black Lace,"1,4,5",Wedding line dance,43.0,Hokey Cokey
Carmen Twillie,"1,4,5",Soundtrack,25.0,Circle Of Life
Carmen Twillie,"1,4,5",Disney,25.0,Circle Of Life
Carmen Twillie,"1,4,5",the lion king,25.0,Circle Of Life
Carmen Twillie,"1,4,5",Lion King,25.0,Circle Of Life
Carmen Twillie,"1,4,5",male vocalists,25.0,Circle Of Life
Simple Minds,"1,4,5",80s,75.0,Don't You Forget About Me
Simple Minds,"1,4,5",new wave,75.0,Don't You Forget About Me
Simple Minds,"1,4,5",pop,75.0,Don't You Forget About Me
Simple Minds,"1,4,5",rock,75.0,Don't You Forget About Me
Simple Minds,"1,4,5",pop rock,75.0,Don't You Forget About Me
The White Stripes,"1,4,5",rock,32.0,White Moon
The White Stripes,"1,4,5",alternative,32.0,White Moon
The White Stripes,"1,4,5",alternative rock,32.0,White Moon
The White Stripes,"1,4,5",The White Stripes,32.0,White Moon
The White Stripes,"1,4,5",Garage Rock,32.0,White Moon
Veronica Maggio,"1,4,5",pop,29.0,Jag kommer
Veronica Maggio,"1,4,5",swedish,29.0,Jag kommer
Veronica Maggio,"1,4,5",indie,29.0,Jag kommer
Veronica Maggio,"1,4,5",indie pop,29.0,Jag kommer
Veronica Maggio,"1,4,5",Love,29.0,Jag kommer
David Bowie,"1,4,5",80s,35.0,Let's Dance
David Bowie,"1,4,5",rock,35.0,Let's Dance
David Bowie,"1,4,5",classic rock,35.0,Let's Dance
David Bowie,"1,4,5",pop,35.0,Let's Dance
David Bowie,"1,4,5",glam rock,35.0,Let's Dance
Def Leppard,"1,4,5",80s,49.0,Pour Some Sugar on Me
Def Leppard,"1,4,5",rock,49.0,Pour Some Sugar on Me
Def Leppard,"1,4,5",hard rock,49.0,Pour Some Sugar on Me
Def Leppard,"1,4,5",classic rock,49.0,Pour Some Sugar on Me
Def Leppard,"1,4,5",Def Leppard,49.0,Pour Some Sugar on Me
Sloan,"1,4,5",Canadian,28.0,She Says What She Means
Sloan,"1,4,5",rock,28.0,She Says What She Means
Sloan,"1,4,5",pop,28.0,She Says What She Means
Sloan,"1,4,5",seen live,28.0,She Says What She Means
Sloan,"1,4,5",alternative,28.0,She Says What She Means
3LAU,"1,4,5",kim kardashian,53.0,How You Love Me
3LAU,"1,4,5",scarlett johansson,53.0,How You Love Me
3LAU,"1,4,5",3LAU,53.0,How You Love Me
3LAU,"1,4,5",Tory Lane,53.0,How You Love Me
3LAU,"1,4,5",naomi campbell,53.0,How You Love Me
Justin Bieber,"1,4,5",pop,22.0,Beauty And A Beat
Justin Bieber,"1,4,5",dance,22.0,Beauty And A Beat
Justin Bieber,"1,4,5",justin bieber,22.0,Beauty And A Beat
Justin Bieber,"1,4,5",beauty and a beat,22.0,Beauty And A Beat
Justin Bieber,"1,4,5",Hip-Hop,22.0,Beauty And A Beat
Biffy Clyro,"1,4,5",rock,45.0,The Captain
Biffy Clyro,"1,4,5",alternative rock,45.0,The Captain
Biffy Clyro,"1,4,5",alternative,45.0,The Captain
Biffy Clyro,"1,4,5",seen live,45.0,The Captain
Biffy Clyro,"1,4,5",Scottish,45.0,The Captain
Soldat Louis,"1,4,5",french,27.0,Juste une gigue en Do
Soldat Louis,"1,4,5",rock,27.0,Juste une gigue en Do
Soldat Louis,"1,4,5",French rock,27.0,Juste une gigue en Do
Soldat Louis,"1,4,5",celtic,27.0,Juste une gigue en Do
Soldat Louis,"1,4,5",rock francais,27.0,Juste une gigue en Do
Zedd,"1,4,5",House,39.0,Stache
Zedd,"1,4,5",electro house,39.0,Stache
Zedd,"1,4,5",electronic,39.0,Stache
Zedd,"1,4,5",electronica,39.0,Stache
Zedd,"1,4,5",dance,39.0,Stache
Culture Club,"1,4,5",80s,63.0,Karma Chameleon
Culture Club,"1,4,5",pop,63.0,Karma Chameleon
Culture Club,"1,4,5",new wave,63.0,Karma Chameleon
Culture Club,"1,4,5",british,63.0,Karma Chameleon
Culture Club,"1,4,5",culture club,63.0,Karma Chameleon
The Decemberists,"1,4,5",indie,44.0,16 Military Wives
The Decemberists,"1,4,5",indie rock,44.0,16 Military Wives
The Decemberists,"1,4,5",political,44.0,16 Military Wives
The Decemberists,"1,4,5",anti-war,44.0,16 Military Wives
The Decemberists,"1,4,5",indie pop,44.0,16 Military Wives
Robert Francis,"1,4,5",alternative,43.0,Junebug
Robert Francis,"1,4,5",rock,43.0,Junebug
Robert Francis,"1,4,5",indie,43.0,Junebug
Robert Francis,"1,4,5",singer-songwriter,43.0,Junebug
Robert Francis,"1,4,5",00s,43.0,Junebug
The Living End,"1,4,5",punk,34.0,All Torn Down
The Living End,"1,4,5",rock,34.0,All Torn Down
The Living End,"1,4,5",seen live,34.0,All Torn Down
The Living End,"1,4,5",australian,34.0,All Torn Down
The Living End,"1,4,5",90s,34.0,All Torn Down
Spongebob Squarepants,"1,4,5",pop,35.0,That's What Friends Do
Spongebob Squarepants,"1,4,5",rock,35.0,That's What Friends Do
Spongebob Squarepants,"1,4,5",comedy,35.0,That's What Friends Do
Spongebob Squarepants,"1,4,5",title is a full sentence,35.0,That's What Friends Do
Spongebob Squarepants,"1,4,5",Not Just For Kids,35.0,That's What Friends Do
Associates,"1,4,5",new wave,41.0,Party Fears Two
Associates,"1,4,5",80s,41.0,Party Fears Two
Associates,"1,4,5",british,41.0,Party Fears Two
Associates,"1,4,5",post-punk,41.0,Party Fears Two
Associates,"1,4,5",1982,41.0,Party Fears Two
Weird Al Yankovic,"1,4,5",comedy,25.0,Midnight Star
Weird Al Yankovic,"1,4,5",80s,25.0,Midnight Star
Weird Al Yankovic,"1,4,5",catchy,25.0,Midnight Star
Weird Al Yankovic,"1,4,5",eighties,25.0,Midnight Star
Weird Al Yankovic,"1,4,5",humour,25.0,Midnight Star
Paul McCartney,"1,4,5",rock,34.0,Queenie Eye
Paul McCartney,"1,4,5",classic rock,34.0,Queenie Eye
Paul McCartney,"1,4,5",british,34.0,Queenie Eye
Paul McCartney,"1,4,5",pop,34.0,Queenie Eye
Paul McCartney,"1,4,5",perfecto,34.0,Queenie Eye
Violens,"1,4,5",shoegaze,7.0,All Night Low
Violens,"1,4,5",dream pop,7.0,All Night Low
Drake Bell,"1,4,5",pop,56.0,I Found A Way
Drake Bell,"1,4,5",pop rock,56.0,I Found A Way
Drake Bell,"1,4,5",drake and josh theme,56.0,I Found A Way
Drake Bell,"1,4,5",Soundtrack,56.0,I Found A Way
Drake Bell,"1,4,5",power pop,56.0,I Found A Way
Weird Al Yankovic,"1,4,5",comedy,44.0,Hardware Store
Weird Al Yankovic,"1,4,5",funny,44.0,Hardware Store
Weird Al Yankovic,"1,4,5",humor,44.0,Hardware Store
Weird Al Yankovic,"1,4,5",parody,44.0,Hardware Store
Weird Al Yankovic,"1,4,5",Weird Al,44.0,Hardware Store
Blues Traveler,"1,4,5",blues rock,62.0,Hook
Blues Traveler,"1,4,5",90s,62.0,Hook
Blues Traveler,"1,4,5",rock,62.0,Hook
Blues Traveler,"1,4,5",blues,62.0,Hook
Blues Traveler,"1,4,5",harmonica,62.0,Hook
Go West,"1,4,5",80s,20.0,King Of Wishful Thinking
Go West,"1,4,5",pop,20.0,King Of Wishful Thinking
Go West,"1,4,5",Soundtrack,20.0,King Of Wishful Thinking
Go West,"1,4,5",90s,20.0,King Of Wishful Thinking
Go West,"1,4,5",rock,20.0,King Of Wishful Thinking
Taylor Swift,"1,4,5",country,63.0,Mean
Taylor Swift,"1,4,5",pop,63.0,Mean
Taylor Swift,"1,4,5",female vocalists,63.0,Mean
Taylor Swift,"1,4,5",taylor swift,63.0,Mean
Taylor Swift,"1,4,5",country pop,63.0,Mean
Tove Lo,"1,4,5",pop,67.0,Talking Body
Tove Lo,"1,4,5",swedish,67.0,Talking Body
Tove Lo,"1,4,5",indie pop,67.0,Talking Body
Tove Lo,"1,4,5",love at first listen,67.0,Talking Body
Tove Lo,"1,4,5",eletropop,67.0,Talking Body
Paramore,"1,4,5",rock,61.0,Pressure
Paramore,"1,4,5",Paramore,61.0,Pressure
Paramore,"1,4,5",pop punk,61.0,Pressure
Paramore,"1,4,5",alternative,61.0,Pressure
Paramore,"1,4,5",female vocalists,61.0,Pressure
Reel Big Fish,"1,4,5",ska,33.0,I Want Your Girlfriend To Be My Girlfriend Too
Reel Big Fish,"1,4,5",ska punk,33.0,I Want Your Girlfriend To Be My Girlfriend Too
Reel Big Fish,"1,4,5",rock,33.0,I Want Your Girlfriend To Be My Girlfriend Too
Reel Big Fish,"1,4,5",punk,33.0,I Want Your Girlfriend To Be My Girlfriend Too
Reel Big Fish,"1,4,5",ska-punk,33.0,I Want Your Girlfriend To Be My Girlfriend Too
Green Day,"1,4,5",punk rock,62.0,Minority
Green Day,"1,4,5",punk,62.0,Minority
Green Day,"1,4,5",rock,62.0,Minority
Green Day,"1,4,5",green day,62.0,Minority
Green Day,"1,4,5",alternative,62.0,Minority
Vance Joy,"1,4,5",alternative rock,72.0,Georgia
Vance Joy,"1,4,5",australian,72.0,Georgia
Vance Joy,"1,4,5",fire,72.0,Georgia
Vance Joy,"1,4,5",Passion,72.0,Georgia
Vance Joy,"1,4,5",indie,72.0,Georgia
Loverboy,"1,4,5",80s,69.0,Working For The Weekend
Loverboy,"1,4,5",rock,69.0,Working For The Weekend
Loverboy,"1,4,5",classic rock,69.0,Working For The Weekend
Loverboy,"1,4,5",pop,69.0,Working For The Weekend
Loverboy,"1,4,5",Canadian,69.0,Working For The Weekend
Rush,"1,4,5",Progressive rock,55.0,Subdivisions
Rush,"1,4,5",rock,55.0,Subdivisions
Rush,"1,4,5",classic rock,55.0,Subdivisions
Rush,"1,4,5",80s,55.0,Subdivisions
Rush,"1,4,5",Rush,55.0,Subdivisions
Rednex,"1,4,5",country,60.0,Cotton Eye Joe
Rednex,"1,4,5",dance,60.0,Cotton Eye Joe
Rednex,"1,4,5",90s,60.0,Cotton Eye Joe
Rednex,"1,4,5",eurodance,60.0,Cotton Eye Joe
Rednex,"1,4,5",party,60.0,Cotton Eye Joe
The Mighty Mighty Bosstones,"1,4,5",male vocalist,15.0,The Magic of Youth
The Mighty Mighty Bosstones,"1,4,5",2011,15.0,The Magic of Youth
The Mighty Mighty Bosstones,"1,4,5",2010s,15.0,The Magic of Youth
The Mighty Mighty Bosstones,"1,4,5",english lyrics,15.0,The Magic of Youth
The Mighty Mighty Bosstones,"1,4,5",the mighty mighty bosstones,15.0,The Magic of Youth
Stone Sour,"1,4,5",rock,74.0,Through Glass
Stone Sour,"1,4,5",alternative rock,74.0,Through Glass
Stone Sour,"1,4,5",hard rock,74.0,Through Glass
Stone Sour,"1,4,5",Stone Sour,74.0,Through Glass
Stone Sour,"1,4,5",metal,74.0,Through Glass
The Mighty Mighty Bosstones,"1,4,5",ska punk,11.0,The Upper Hand
The Mighty Mighty Bosstones,"1,4,5",male vocalist,11.0,The Upper Hand
The Mighty Mighty Bosstones,"1,4,5",2011,11.0,The Upper Hand
The Mighty Mighty Bosstones,"1,4,5",2010s,11.0,The Upper Hand
The Mighty Mighty Bosstones,"1,4,5",english lyrics,11.0,The Upper Hand
Shinedown,"1,4,5",rock,69.0,Second Chance
Shinedown,"1,4,5",shinedown,69.0,Second Chance
Shinedown,"1,4,5",alternative rock,69.0,Second Chance
Shinedown,"1,4,5",hard rock,69.0,Second Chance
Shinedown,"1,4,5",alternative,69.0,Second Chance
Queen,"1,4,5",rock,32.0,Need Your Loving Tonight
Queen,"1,4,5",classic rock,32.0,Need Your Loving Tonight
Queen,"1,4,5",Queen,32.0,Need Your Loving Tonight
Queen,"1,4,5",80s,32.0,Need Your Loving Tonight
Queen,"1,4,5",hard rock,32.0,Need Your Loving Tonight
Native Construct,"1,4,5",Progressive metal,29.0,Chromatic Aberration
Native Construct,"1,4,5",Progressive rock,29.0,Chromatic Aberration
Native Construct,"1,4,5",epic,29.0,Chromatic Aberration
Native Construct,"1,4,5",Masterpiece,29.0,Chromatic Aberration
Native Construct,"1,4,5",epic ,29.0,Chromatic Aberration
Chvrches,"1,4,5",synthpop,48.0,Dead Air
Chvrches,"1,4,5",electronic,48.0,Dead Air
Chvrches,"1,4,5",indie,48.0,Dead Air
Chvrches,"1,4,5",2014,48.0,Dead Air
Chvrches,"1,4,5",Soundtrack,48.0,Dead Air
Pink Floyd,"1,4,5",Progressive rock,55.0,Sheep
Pink Floyd,"1,4,5",classic rock,55.0,Sheep
Pink Floyd,"1,4,5",Pink Floyd,55.0,Sheep
Pink Floyd,"1,4,5",rock,55.0,Sheep
Pink Floyd,"1,4,5",Psychedelic Rock,55.0,Sheep
Grouplove,"1,4,5",indie pop,50.0,Shark Attack
Grouplove,"1,4,5",rock,50.0,Shark Attack
Grouplove,"1,4,5",indie rock,50.0,Shark Attack
Grouplove,"1,4,5",dance,50.0,Shark Attack
Grouplove,"1,4,5",happy,50.0,Shark Attack
Say Anything,"1,4,5",indie rock,48.0,Every Man Has A Molly
Say Anything,"1,4,5",Say Anything,48.0,Every Man Has A Molly
Say Anything,"1,4,5",rock,48.0,Every Man Has A Molly
Say Anything,"1,4,5",punk,48.0,Every Man Has A Molly
Say Anything,"1,4,5",indie,48.0,Every Man Has A Molly
Lonestar,"1,4,5",new country,23.0,Don't Let's Talk About Lisa
Lonestar,"1,4,5",modern country,23.0,Don't Let's Talk About Lisa
Lonestar,"1,4,5",country,23.0,Don't Let's Talk About Lisa
Lonestar,"1,4,5",get happy,23.0,Don't Let's Talk About Lisa
Lonestar,"1,4,5",songs about me,23.0,Don't Let's Talk About Lisa
Rustie,"1,4,5",dubstep,35.0,After Light
Rustie,"1,4,5",electronic,35.0,After Light
Rustie,"1,4,5",wonky,35.0,After Light
Rustie,"1,4,5",indie,35.0,After Light
Rustie,"1,4,5",british,35.0,After Light
The Cinematics,"1,4,5",indie,40.0,A Strange Education
The Cinematics,"1,4,5",indie rock,40.0,A Strange Education
The Cinematics,"1,4,5",rock,40.0,A Strange Education
The Cinematics,"1,4,5",alternative,40.0,A Strange Education
The Cinematics,"1,4,5",Awesome,40.0,A Strange Education
The Shins,"1,4,5",indie,65.0,Simple Song
The Shins,"1,4,5",alternative,65.0,Simple Song
The Shins,"1,4,5",rock,65.0,Simple Song
The Shins,"1,4,5",indie rock,65.0,Simple Song
The Shins,"1,4,5",2012,65.0,Simple Song
They Might Be Giants,"1,4,5",rock,30.0,Everything Right Is Wrong Again
They Might Be Giants,"1,4,5",alternative,30.0,Everything Right Is Wrong Again
They Might Be Giants,"1,4,5",alternative rock,30.0,Everything Right Is Wrong Again
They Might Be Giants,"1,4,5",fun,30.0,Everything Right Is Wrong Again
They Might Be Giants,"1,4,5",title is a full sentence,30.0,Everything Right Is Wrong Again
Sia,"1,4,5",female vocalists,45.0,Cellophane
Sia,"1,4,5",pop,45.0,Cellophane
Sia,"1,4,5",eclectic,45.0,Cellophane
Sia,"1,4,5",drama,45.0,Cellophane
Sia,"1,4,5",australian,45.0,Cellophane
Radiohead,"1,4,5",alternative,62.0,Let Down
Radiohead,"1,4,5",alternative rock,62.0,Let Down
Radiohead,"1,4,5",rock,62.0,Let Down
Radiohead,"1,4,5",radiohead,62.0,Let Down
Radiohead,"1,4,5",beautiful,62.0,Let Down
Billy Joel,"1,4,5",70s,60.0,Honesty
Billy Joel,"1,4,5",pop,60.0,Honesty
Billy Joel,"1,4,5",classic rock,60.0,Honesty
Billy Joel,"1,4,5",piano,60.0,Honesty
Billy Joel,"1,4,5",rock,60.0,Honesty
Shawn Mendes,"1,4,5",pop,76.0,Stitches
Shawn Mendes,"1,4,5",Canadian,76.0,Stitches
Shawn Mendes,"1,4,5",acoustic,76.0,Stitches
Shawn Mendes,"1,4,5",guitar,76.0,Stitches
Shawn Mendes,"1,4,5",r&b,76.0,Stitches
Mutemath,"1,4,5",rock,43.0,Typical
Mutemath,"1,4,5",alternative rock,43.0,Typical
Mutemath,"1,4,5",alternative,43.0,Typical
Mutemath,"1,4,5",indie,43.0,Typical
Mutemath,"1,4,5",indie rock,43.0,Typical
Regina Spektor,"1,4,5",female vocalists,55.0,Fidelity
Regina Spektor,"1,4,5",indie,55.0,Fidelity
Regina Spektor,"1,4,5",singer-songwriter,55.0,Fidelity
Regina Spektor,"1,4,5",piano,55.0,Fidelity
Regina Spektor,"1,4,5",alternative,55.0,Fidelity
Weird Al Yankovic,"1,4,5",christmas,35.0,The Night Santa Went Crazy
Weird Al Yankovic,"1,4,5",comedy,35.0,The Night Santa Went Crazy
Weird Al Yankovic,"1,4,5",parody,35.0,The Night Santa Went Crazy
Weird Al Yankovic,"1,4,5",funny,35.0,The Night Santa Went Crazy
Weird Al Yankovic,"1,4,5",Weird Al Yankovic,35.0,The Night Santa Went Crazy
Bob Seger,"1,4,5",classic rock,61.0,Hollywood Nights
Bob Seger,"1,4,5",Bob Seger,61.0,Hollywood Nights
Bob Seger,"1,4,5",rock,61.0,Hollywood Nights
Bob Seger,"1,4,5",70s,61.0,Hollywood Nights
Bob Seger,"1,4,5",80s,61.0,Hollywood Nights
John Mellencamp,"1,4,5",classic rock,64.0,Pink Houses
John Mellencamp,"1,4,5",rock,64.0,Pink Houses
John Mellencamp,"1,4,5",80s,64.0,Pink Houses
John Mellencamp,"1,4,5",americana,64.0,Pink Houses
John Mellencamp,"1,4,5",john mellencamp,64.0,Pink Houses
Lita Ford,"1,4,5",80s,56.0,Kiss Me Deadly
Lita Ford,"1,4,5",rock,56.0,Kiss Me Deadly
Lita Ford,"1,4,5",hard rock,56.0,Kiss Me Deadly
Lita Ford,"1,4,5",female vocalists,56.0,Kiss Me Deadly
Lita Ford,"1,4,5",hair metal,56.0,Kiss Me Deadly
Metro Station,"1,4,5",dance,73.0,Shake It
Metro Station,"1,4,5",electronic,73.0,Shake It
Metro Station,"1,4,5",indie,73.0,Shake It
Metro Station,"1,4,5",powerpop,73.0,Shake It
Metro Station,"1,4,5",alternative,73.0,Shake It
Skid Row,"1,4,5",hard rock,70.0,I Remember You
